id,title,genres,averageRating,numVotes,releaseYear
tt5895028,13th,"Crime, Documentary, History",8.2,38527,2016
tt0071411,"Dersu Uzala","Adventure, Biography, Drama",8.2,35044,1975
tt28459771,"Oficina do Diabo",Drama,8.2,31878,2025
tt0045274,"Umberto D.",Drama,8.2,29616,1952
tt5929776,"Before the Flood","Documentary, News",8.2,29344,2016
tt7392212,Rangasthalam,"Action, Drama",8.2,29301,2018
tt0049902,"A Man Escaped","Drama, Thriller, War",8.2,28958,1956
tt26458038,"Manjummel Boys","Adventure, Drama, Thriller",8.2,27534,2024
tt4983780,Maanaadu,"Action, Adventure, Sci-Fi",8.2,26328,2021
tt0466460,"Khosla Ka Ghosla!","Comedy, Crime, Drama",8.2,25839,2006
tt0100234,Close-Up,"Biography, Crime, Drama",8.2,24960,1990
tt0054248,"Rocco and His Brothers","Crime, Drama, Sport",8.2,24189,1960
tt0042804,"The Young and the Damned","Crime, Drama",8.2,22877,1950
tt0041154,"Late Spring","Comedy, Drama",8.2,20494,1949
tt25433734,"Hi Nanna","Drama, Family, Romance",8.2,20050,2023
tt0070233,"Ivan Vasilyevich Changes His Profession","Adventure, Comedy, Sci-Fi",8.2,19484,1973
tt0100332,"Paris Is Burning",Documentary,8.2,19313,1990
tt7019942,"Super Deluxe","Comedy, Crime, Drama",8.2,18911,2019
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills","Crime, Documentary",8.2,18868,1996
tt5460658,"Life and a Day",Drama,8.2,18639,2016
tt0050371,"A Face in the Crowd","Drama, Music",8.2,18314,1957
tt0081059,"Lion of the Desert","Biography, Drama, History",8.2,18269,1980
tt0422320,Ghilli,"Action, Drama, Romance",8.2,18253,2004
tt0048452,Ordet,Drama,8.2,18196,1955
tt2181831,Shahid,"Biography, Drama",8.2,18162,2012
tt7060460,"Theeran Adhigaram Ondru","Action, Crime, Thriller",8.2,18009,2017
tt2218988,"Ustad Hotel","Comedy, Drama",8.2,17691,2012
tt0195231,Satya,"Action, Crime, Drama",8.2,17632,1998
tt6380520,"Dhuruvangal Pathinaaru","Crime, Drama, Mystery",8.2,17621,2016
tt0062759,"The Diamond Arm","Adventure, Comedy, Crime",8.2,17156,1969
tt0048956,Aparajito,Drama,8.2,16815,1956
tt0471571,Athadu,"Action, Crime, Drama",8.2,15665,2005
tt1180583,"Vaaranam Aayiram","Action, Drama, Musical",8.2,15094,2008
tt0023042,"I Am a Fugitive from a Chain Gang","Crime, Drama, Film-Noir",8.2,15067,1932
tt9500372,"Pocket Hercules: Naim Süleymanoglu","Biography, Drama, History",8.2,14881,2019
tt3569782,Jigarthanda,"Comedy, Crime, Drama",8.2,14217,2014
tt0101985,"A Brighter Summer Day","Crime, Drama, Romance",8.2,13985,1991
tt9124428,Champion,"Biography, Drama, Romance",8.2,13740,2018
tt0056512,"The Easy Life","Comedy, Drama",8.2,13566,1962
tt0111341,Satantango,Drama,8.2,13283,1994
tt19811010,"The Remarkable Life of Ibelin","Animation, Biography, Documentary",8.2,12371,2024
tt0052600,"Ballad of a Soldier","Drama, Romance, War",8.2,11812,1959
tt0058604,"I Am Cuba",Drama,8.2,11480,1964
tt0075404,"The Ascent","Drama, War",8.2,11133,1977
tt0076727,"Office Romance","Comedy, Drama, Romance",8.2,11043,1977
tt11396310,"Viduthalai: Part 1","Action, Crime, Drama",8.2,11028,2023
tt34956443,"Ne Zha 2","Action, Adventure, Animation",8.2,10878,2025
tt3153634,Hope,Drama,8.2,10784,2013
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10495,2006
tt0059527,"The Shop on Main Street","Drama, War",8.2,10148,1965
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl","Action, Adventure, Fantasy",8.1,1265587,2003
tt0434409,"V for Vendetta","Action, Drama, Sci-Fi",8.1,1214638,2005
tt1392190,"Mad Max: Fury Road","Action, Adventure, Sci-Fi",8.1,1164836,2015
tt0264464,"Catch Me If You Can","Biography, Crime, Drama",8.1,1164310,2002
tt2267998,"Gone Girl","Drama, Mystery, Thriller",8.1,1120523,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1027402,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2","Adventure, Family, Fantasy",8.1,997009,2011
tt0088247,"The Terminator","Action, Adventure, Sci-Fi",8.1,964427,1984
tt2278388,"The Grand Budapest Hotel","Comedy, Drama",8.1,926135,2014
tt0118715,"The Big Lebowski","Comedy, Crime",8.1,890175,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,889436,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,884656,2007
tt2096673,"Inside Out","Adventure, Animation, Comedy",8.1,866847,2015
tt0083658,"Blade Runner","Action, Drama, Sci-Fi",8.1,853859,1982
tt0892769,"How to Train Your Dragon","Action, Adventure, Animation",8.1,843481,2010
tt1205489,"Gran Torino",Drama,8.1,839002,2008
tt2024544,"12 Years a Slave","Biography, Drama, History",8.1,764495,2013
tt0116282,Fargo,"Crime, Drama, Thriller",8.1,756077,1996
tt0117951,Trainspotting,Drama,8.1,749193,1996
tt0405159,"Million Dollar Baby","Drama, Sport",8.1,746076,2004
tt0073195,Jaws,"Adventure, Drama, Horror",8.1,694005,1975
tt0075148,Rocky,"Drama, Sport",8.1,659630,1976
tt2119532,"Hacksaw Ridge","Biography, Drama, History",8.1,636913,2016
tt0120735,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",8.1,634957,1998
tt0097165,"Dead Poets Society","Comedy, Drama",8.1,590745,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,582750,2017
tt1979320,Rush,"Biography, Drama, Sport",8.1,534260,2013
tt1950186,"Ford v Ferrari","Action, Biography, Drama",8.1,522378,2019
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,518601,2015
tt1291584,Warrior,"Action, Drama, Sport",8.1,514264,2011
tt1454029,"The Help",Drama,8.1,512698,2011
tt0070047,"The Exorcist",Horror,8.1,477511,1973
tt3170832,Room,"Drama, Thriller",8.1,467728,2015
tt0092005,"Stand by Me","Adventure, Comedy, Drama",8.1,464208,1986
tt0091763,Platoon,"Drama, War",8.1,456017,1986
tt0032138,"The Wizard of Oz","Adventure, Family, Fantasy",8.1,450404,1939
tt0096283,"My Neighbor Totoro","Animation, Comedy, Family",8.1,407316,1988
tt0081398,"Raging Bull","Biography, Drama, Sport",8.1,395535,1980
tt0395169,"Hotel Rwanda","Biography, Drama, History",8.1,383710,2004
tt0077416,"The Deer Hunter","Drama, War",8.1,375456,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,364855,1974
tt0112471,"Before Sunrise","Comedy, Drama, Romance",8.1,358853,1995
tt1028532,"Hachi: A Dog's Tale","Biography, Drama, Family",8.1,328150,2009
tt0381681,"Before Sunset","Drama, Romance",8.1,302018,2004
tt0059742,"The Sound of Music","Biography, Drama, Family",8.1,276255,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,263356,1959
tt0129167,"The Iron Giant","Action, Adventure, Animation",8.1,244572,1999
tt0050212,"The Bridge on the River Kwai","Adventure, Drama, War",8.1,241789,1957
tt0353969,"Memories of Murder","Crime, Drama, Mystery",8.1,240959,2003
tt3011894,"Wild Tales","Comedy, Drama, Thriller",8.1,228417,2014
tt0113247,"La haine","Crime, Drama",8.1,211573,1995
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,210593,2014
tt0050976,"The Seventh Seal","Drama, Fantasy",8.1,208407,1957
tt0978762,"Mary and Max","Animation, Comedy, Drama",8.1,195935,2009
tt0107207,"In the Name of the Father","Biography, Crime, Drama",8.1,195864,1993
tt0072684,"Barry Lyndon","Adventure, Drama, War",8.1,193190,1975
tt0041959,"The Third Man","Drama, Film-Noir, Mystery",8.1,189666,1949
tt4016934,"The Handmaiden","Drama, Romance, Thriller",8.1,188108,2016
tt0074958,Network,Drama,8.1,179112,1976
tt0118694,"In the Mood for Love","Drama, Romance",8.1,177038,2000
tt0047296,"On the Waterfront","Crime, Drama, Thriller",8.1,172258,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,159101,1940
tt0087884,"Paris, Texas",Drama,8.1,131322,1984
tt0031679,"Mr. Smith Goes to Washington","Comedy, Drama",8.1,125932,1939
tt0405508,"Rang De Basanti","Comedy, Crime, Drama",8.1,124356,2006
tt0169102,"Lagaan: Once Upon a Time in India","Drama, Musical, Sport",8.1,123856,2001
tt0015864,"The Gold Rush","Adventure, Comedy, Drama",8.1,123808,1925
tt0050986,"Wild Strawberries","Drama, Romance",8.1,120415,1957
tt5323662,"A Silent Voice: The Movie","Animation, Drama",8.1,120356,2016
tt8613070,"Portrait of a Lady on Fire","Drama, Romance",8.1,118983,2019
tt0025316,"It Happened One Night","Comedy, Romance",8.1,116763,1934
tt0111495,"Three Colors: Red","Drama, Mystery, Romance",8.1,113786,1994
tt0032551,"The Grapes of Wrath",Drama,8.1,104669,1940
tt3863552,"Bajrangi Bhaijaan","Action, Adventure, Comedy",8.1,104546,2015
tt0017925,"The General","Action, Adventure, Comedy",8.1,102665,1926
tt0374887,"Munna Bhai M.B.B.S.","Comedy, Drama",8.1,91979,2003
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,90018,2012
tt0871510,"Chak De! India","Drama, Family, Sport",8.1,87105,2007
tt31193180,Sinners,"Action, Drama, Horror",8.1,86644,2025
tt0056217,"The Man Who Shot Liberty Valance","Drama, Western",8.1,85694,1962
tt1280558,"A Wednesday","Action, Crime, Drama",8.1,84117,2008
tt10554232,"Dara of Jasenovac","Drama, War",8.1,82134,2020
tt7775622,"Free Solo","Adventure, Documentary, Sport",8.1,81701,2018
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,74859,2013
tt0036868,"The Best Years of Our Lives","Drama, Romance, War",8.1,74448,1946
tt0116231,"The Bandit","Crime, Drama",8.1,73889,1996
tt0046438,"Tokyo Story",Drama,8.1,73866,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,71472,1955
tt0058946,"The Battle of Algiers","Drama, War",8.1,70984,1966
tt0169858,"Neon Genesis Evangelion: The End of Evangelion","Action, Animation, Drama",8.1,70509,1997
tt0046268,"The Wages of Fear","Adventure, Drama, Thriller",8.1,70395,1953
tt0020629,"All Quiet on the Western Front","Drama, War",8.1,69976,1930
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,69751,2013
tt0083922,"Fanny and Alexander",Drama,8.1,69455,1982
tt2283748,"OMG: Oh My God!","Comedy, Drama, Fantasy",8.1,68093,2012
tt12888462,"My Octopus Teacher","Documentary, Drama",8.1,67735,2020
tt1821480,Kahaani,"Mystery, Thriller",8.1,67729,2012
tt0019254,"The Passion of Joan of Arc","Biography, Drama, History",8.1,64909,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,60590,1975
tt0018455,Sunrise,"Drama, Romance",8.1,55412,1927
tt0070510,"Paper Moon","Comedy, Crime, Drama",8.1,54961,1973
tt0050783,"Nights of Cabiria",Drama,8.1,54924,1957
tt0074896,"The Message","Biography, Drama, History",8.1,52553,1976
tt2140203,"Wolf Children","Animation, Drama, Family",8.1,52119,2012
tt2991224,Tangerines,"Drama, War",8.1,50503,2013
tt1639426,Udaan,Drama,8.1,48527,2010
tt0035446,"To Be or Not to Be","Comedy, Romance, War",8.1,46950,1942
tt20256528,"What Is a Woman?",Documentary,8.1,46691,2022
tt4573394,"Endless Corridor","Documentary, History",8.1,42249,2014
tt0040725,"The Red Shoes","Drama, Music, Romance",8.1,41498,1948
tt0043338,"Ace in the Hole","Drama, Film-Noir",8.1,40824,1951
tt0028950,"The Grand Illusion","Drama, War",8.1,40120,1937
tt0077711,"Autumn Sonata","Drama, Music",8.1,39905,1978
tt2187153,Thuppakki,"Action, Crime, Thriller",8.1,39843,2012
tt4934950,Guilty,"Crime, Drama, Mystery",8.1,39660,2015
tt10324144,"Article 15","Crime, Drama, Mystery",8.1,38431,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,38043,1955
tt0018773,"The Circus","Comedy, Family, Romance",8.1,37369,1928
tt0042041,"White Heat","Action, Crime, Drama",8.1,37189,1949
tt0375611,Black,Drama,8.1,36905,2005
tt0101640,"Raise the Red Lantern","Drama, Romance",8.1,36620,1991
tt8108268,"The Tashkent Files","Drama, Mystery, Thriller",8.1,36426,2019
tt0066763,Anand,"Drama, Musical",8.1,36411,1971
tt0106332,"Farewell My Concubine","Drama, Music, Romance",8.1,35137,1993
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34992,2021
tt0053946,"Inherit the Wind","Biography, Drama, History",8.1,34238,1960
tt0097223,"Time of the Gypsies","Comedy, Crime, Drama",8.1,33622,1988
tt9851854,Major,"Action, Biography, Drama",8.1,33451,2022
tt4635372,Masaan,Drama,8.1,33097,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,32697,1969
tt3801314,Kaththi,"Action, Drama",8.1,31816,2014
tt0244316,"Yi Yi","Drama, Romance",8.1,30448,2000
tt7236034,"I Want to Eat Your Pancreas","Animation, Drama, Family",8.1,29954,2018
tt0263438,"Everything's Gonna Be Great","Comedy, Drama",8.1,28964,1998
tt0091288,"Jean de Florette",Drama,8.1,28415,1986
tt8760684,"Apollo 11","Documentary, History",8.1,27976,2019
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27956,1999
tt0064040,"Army of Shadows","Drama, War",8.1,27685,1969
tt0044008,"A Christmas Carol","Drama, Family, Fantasy",8.1,27523,1951
tt0095467,"A Short Film About Love","Drama, Romance",8.1,27219,1988
tt0046478,Ugetsu,"Drama, Fantasy, War",8.1,27138,1953
tt3302820,"Cowspiracy: The Sustainability Secret",Documentary,8.1,27051,2014
tt0428870,"A Moment to Remember","Drama, Romance",8.1,26435,2004
tt0351817,"The Twilight Samurai","Drama, Romance",8.1,26356,2002
tt2659414,"Miracle in Cell No. 7","Comedy, Drama",8.1,25161,2013
tt0104561,"Jo Jeeta Wohi Sikandar","Comedy, Drama, Romance",8.1,24944,1992
tt0102015,"Hearts of Darkness: A Filmmaker's Apocalypse",Documentary,8.1,24443,1991
tt0014429,"Safety Last!","Action, Comedy, Thriller",8.1,23962,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23799,2005
tt7286916,"The Dawn Wall","Biography, Documentary, Sport",8.1,21779,2017
tt0056241,"The Miracle Worker","Biography, Drama",8.1,21428,1962
tt0128332,Innocence,Drama,8.1,21331,1997
tt0077838,"The Last Waltz","Biography, Documentary, Music",8.1,21215,1978
tt0093342,"Where Is the Friend's House?","Drama, Family",8.1,20838,1987
tt8144834,"Section 375","Crime, Drama, Mystery",8.1,19261,2019
tt0066580,Woodstock,"Documentary, History, Music",8.1,19005,1970
tt1781069,"Zeitgeist: Moving Forward",Documentary,8.1,18883,2011
tt0191043,"The Color of Paradise","Drama, Family",8.1,18811,1999
tt27118357,Amaran,"Action, Biography, Drama",8.1,18785,2024
tt0041452,"The Heiress","Drama, Romance",8.1,18202,1949
tt0453729,Iqbal,"Drama, Sport",8.1,18070,2005
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,17836,2022
tt0319736,"The Legend of Bhagat Singh","Biography, Drama, History",8.1,17760,2002
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17496,1926
tt0076085,"A Special Day",Drama,8.1,17255,1977
tt19853258,"Still: A Michael J. Fox Movie","Biography, Documentary",8.1,16935,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15603,2015
tt0116630,Indian,"Action, Drama, Musical",8.1,15487,1996
tt0105271,Roja,"Drama, Romance, Thriller",8.1,14243,1992
tt0112553,Bombay,"Drama, Romance",8.1,14116,1995
tt5082014,Charlie,"Adventure, Drama, Romance",8.1,14020,2015
tt10706602,Collective,"Crime, Documentary",8.1,13916,2019
tt1634013,"Montevideo: Taste of a Dream","Adventure, Comedy, Drama",8.1,13415,2010
tt1113829,"George Harrison: Living in the Material World","Biography, Documentary, Music",8.1,12987,2011
tt0330243,"Day of the Wacko","Comedy, Drama, Romance",8.1,12555,2002
tt3455224,Virunga,"Documentary, War",8.1,12526,2014
tt0036506,"Day of Wrath","Drama, History",8.1,11561,1943
tt13299890,"The Great Indian Kitchen","Comedy, Drama, Family",8.1,10707,2021
tt0029192,"Make Way for Tomorrow","Drama, Romance",8.1,10125,1937
tt0848228,"The Avengers","Action, Sci-Fi",8,1507612,2012
tt2015381,"Guardians of the Galaxy","Action, Adventure, Comedy",8,1316899,2014
tt1431045,Deadpool,"Action, Comedy, Sci-Fi",8,1205835,2016
tt3659388,"The Martian","Adventure, Drama, Sci-Fi",8,967814,2015
tt1160419,"Dune: Part One","Action, Adventure, Drama",8,955979,2021
tt1663202,"The Revenant","Adventure, Drama, Western",8,911138,2015
tt1010048,"Slumdog Millionaire","Crime, Drama, Romance",8,894972,2008
tt0246578,"Donnie Darko","Drama, Mystery, Sci-Fi",8,881836,2001
tt0947798,"Black Swan","Drama, Thriller",8,858675,2010
tt0317705,"The Incredibles","Action, Adventure, Animation",8,854896,2004
tt2084970,"The Imitation Game","Biography, Drama, Thriller",8,852940,2014
tt0378194,"Kill Bill: Vol. 2","Action, Crime, Thriller",8,837564,2004
tt0401792,"Sin City","Crime, Thriller",8,807394,2005
tt1504320,"The King's Speech","Biography, Drama, History",8,721404,2010
tt3783958,"La La Land","Comedy, Drama, Music",8,718657,2016
tt0381061,"Casino Royale","Action, Adventure, Thriller",8,717590,2006
tt0107048,"Groundhog Day","Comedy, Drama, Fantasy",8,716224,1993
tt1856101,"Blade Runner 2049","Action, Drama, Mystery",8,713204,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,701384,2013
tt0758758,"Into the Wild","Adventure, Biography, Drama",8,679058,2007
tt0440963,"The Bourne Ultimatum","Action, Mystery, Thriller",8,671244,2007
tt0114746,"12 Monkeys","Mystery, Sci-Fi, Thriller",8,663919,1995
tt0450259,"Blood Diamond","Adventure, Drama, Thriller",8,606849,2006
tt0454921,"The Pursuit of Happyness","Biography, Drama",8,591265,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,579156,2016
tt0095953,"Rain Man",Drama,8,565100,1988
tt0101414,"Beauty and the Beast","Animation, Family, Fantasy",8,493001,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,486355,1992
tt0319061,"Big Fish","Adventure, Drama, Fantasy",8,469110,2003
tt0093779,"The Princess Bride","Adventure, Comedy, Family",8,466194,1987
tt0079470,"Monty Python's Life of Brian",Comedy,8,428867,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,407832,2020
tt0105323,"Scent of a Woman",Drama,8,350730,1992
tt0175880,Magnolia,Drama,8,337867,1999
tt0099348,"Dances with Wolves","Adventure, Drama, Western",8,300876,1990
tt0061722,"The Graduate","Comedy, Drama, Romance",8,296554,1967
tt0072890,"Dog Day Afternoon","Biography, Crime, Drama",8,281818,1975
tt0245712,"Amores Perros","Drama, Thriller",8,267737,2000
tt3741834,Lion,"Biography, Drama",8,259476,2016
tt0063522,"Rosemary's Baby","Drama, Horror",8,248200,1968
tt0083987,Gandhi,"Biography, Drama, History",8,243956,1982
tt1220719,"Ip Man","Action, Biography, Drama",8,238470,2008
tt0064115,"Butch Cassidy and the Sundance Kid","Biography, Crime, Drama",8,232154,1969
tt0094625,Akira,"Animation, Drama, Fantasy",8,215705,1988
tt0063442,"Planet of the Apes","Adventure, Sci-Fi",8,204797,1968
tt0352248,"Cinderella Man","Biography, Drama, Romance",8,204231,2005
tt4857264,"The Invisible Guest","Crime, Drama, Mystery",8,202538,2016
tt0061512,"Cool Hand Luke","Crime, Drama",8,194262,1967
tt0092067,"Castle in the Sky","Adventure, Animation, Family",8,190896,1986
tt0087544,"Nausicaä of the Valley of the Wind","Adventure, Animation, Sci-Fi",8,190647,1984
tt10366460,CODA,"Comedy, Drama, Music",8,178209,2021
tt0102138,JFK,"Drama, History, Thriller",8,176328,1991
tt0072431,"Young Frankenstein",Comedy,8,175370,1974
tt0276919,Dogville,"Crime, Drama",8,164027,2003
tt0046250,"Roman Holiday","Comedy, Drama, Romance",8,153049,1953
tt0079944,Stalker,"Drama, Sci-Fi",8,151231,1979
tt0310793,"Bowling for Columbine","Crime, Documentary, Drama",8,150760,2002
tt2631186,"Baahubali: The Beginning","Action, Drama",8,144714,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,142256,1973
tt0060827,Persona,"Drama, Thriller",8,136125,1966
tt0338564,"Infernal Affairs","Crime, Drama, Mystery",8,134816,2002
tt0053198,"The 400 Blows","Crime, Drama",8,131431,1959
tt0056801,8½,Drama,8,129224,1963
tt0097216,"Do the Right Thing","Comedy, Drama",8,118513,1989
tt0861739,"Elite Squad","Action, Crime, Drama",8,114965,2007
tt0401383,"The Diving Bell and the Butterfly","Biography, Drama",8,111735,2007
tt0156887,"Perfect Blue","Animation, Crime, Drama",8,107762,1997
tt0166896,"The Straight Story","Biography, Drama",8,104064,1999
tt0808417,Persepolis,"Animation, Biography, Drama",8,102881,2007
tt0048424,"The Night of the Hunter","Crime, Drama, Film-Noir",8,102602,1955
tt0117666,"Sling Blade",Drama,8,101849,1996
tt0154420,"The Celebration",Drama,8,97588,1998
tt11555492,Farha,Drama,8,90383,2021
tt1555149,"Elite Squad 2: The Enemy Within","Crime, Drama, Thriller",8,89519,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,88944,2003
tt0084503,"Pink Floyd: The Wall","Drama, Fantasy, Music",8,87820,1982
tt0369702,"The Sea Inside","Biography, Drama",8,86962,2004
tt0053779,"La Dolce Vita","Comedy, Drama",8,82531,1960
tt0061184,"Who's Afraid of Virginia Woolf?",Drama,8,82355,1966
tt0112870,"Dilwale Dulhania Le Jayenge","Drama, Romance",8,80068,1995
tt0292490,"Dil Chahta Hai","Comedy, Drama, Romance",8,77850,2001
tt0386032,Sicko,"Documentary, Drama",8,77700,2007
tt0052561,"Anatomy of a Murder","Drama, Mystery",8,75161,1959
tt0010323,"The Cabinet of Dr. Caligari","Horror, Mystery, Thriller",8,73455,1920
tt4169250,"M.S. Dhoni: The Untold Story","Biography, Drama, Sport",8,71823,2016
tt0120731,"The Legend of 1900","Drama, Music, Romance",8,71446,1998
tt0053221,"Rio Bravo",Western,8,70979,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,69316,2004
tt0047528,"La Strada",Drama,8,68295,1954
tt1865505,"Song of the Sea","Adventure, Animation, Drama",8,65756,2014
tt0056687,"What Ever Happened to Baby Jane?","Drama, Horror, Thriller",8,64907,1962
tt3612616,Mommy,Drama,8,63956,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,62789,1995
tt0062229,"Le Samouraï","Crime, Drama, Thriller",8,62408,1967
tt1185616,"Waltz with Bashir","Animation, Biography, Documentary",8,61739,2008
tt2377938,"Special 26","Crime, Drama, History",8,60818,2013
tt3390572,Haider,"Action, Crime, Drama",8,59420,2014
tt4044364,Citizenfour,"Biography, Documentary",8,59078,2014
tt0060107,"Andrei Rublev","Biography, Drama, History",8,58934,1966
tt2576852,"The Tale of The Princess Kaguya","Animation, Drama, Family",8,58230,2013
tt0050613,"Throne of Blood",Drama,8,58085,1957
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,57675,1998
tt2758880,"Winter Sleep",Drama,8,57497,2014
tt0109117,"Andaz Apna Apna","Action, Comedy, Romance",8,56683,1994
tt1069238,Departures,Drama,8,56340,2008
tt0067328,"The Last Picture Show","Drama, Romance",8,54977,1971
tt0456144,"Lage Raho Munna Bhai","Comedy, Drama, Romance",8,51907,2006
tt0067093,"Fiddler on the Roof","Drama, Family, Musical",8,50006,1971
tt5571734,Pink,"Crime, Drama, Thriller",8,49985,2016
tt0117589,"Secrets & Lies","Comedy, Drama",8,49612,1996
